no,productno ,colour,size,crossreference,description,brandid,brandname,brandlineid,brandlinename,img1,img2,img3,img4,img5,img6,composition,countryoforigin,genderid,gendername,ageclassid,ageclassname,seasonid,seasonname,seasonyear,productcategoryid,productcategoryname,productgroupcodeid,productgroupcodename,colorname,colorhex
071246130,50548093,100,S,4063548041818,MAICË,7086,BOSS,106,BOSS GREEN,http://91.187.98.69:8001/07/2615/Published/4063548042471_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063548042471_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063548042471_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063548042471_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063548042471_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063548042471_5.jpg,72% Cotton 23% Lyocell 5% Elastane, Bangladesh,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,102,T-shirts,BLACK,#000000
071244650,235128_WTU,WHITE,U,5608348674218,Vathë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/earrings/hoops-with-stones/235128.html?dwvar_235128_color=_WT,,,,,,"Body: 50%Brass, 50%Stone",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,,
071244370,50544597,407,50,4063546722177,Xhaketë,7057,HUGO,132,HUGO RED,http://91.187.98.69:8001/07/2615/Published/4063546721828_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063546721828_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063546721828_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063546721828_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063546721828_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063546721828_5.jpg,39% Viscose 31% Polyamide 25% Polyester 5% Elastane 100% Polyester,Indonesia,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,107,Jackets,DARK BLUE,#00008B
071246138,50549713,402,M,4063546906812,TRENERKA,7086,BOSS,106,BOSS GREEN,http://91.187.98.69:8001/07/2615/Published/4063548121039_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063548121039_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063548121039_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063548121039_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063548121039_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063548121039_5.jpg,99% Polyester 1% Elastane, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,135,Fleece Pants,DARK BLUE,#00008B
071244667,237785_GDL,GOLD,L,5608348701822,Unazë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/rings/round-ring-with-brass/237785.html?dwvar_237785_color=_GD,,,,,,Body: 100%Zinc,India,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,GOLD,#FFD700
071247267,240572_MVU,MAUVE,U,5608348741729,Vathë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/earrings/maxi-flower-earrings/240572.html?dwvar_240572_color=_MV,,,,,,"Body: 90%Brass, 10%Stone",India,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,,
071246145,50520303,002,L,4063547888735,DUKS,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063547889015_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547889015_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547889015_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547889015_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547889015_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547889015_5.jpg,86% Cotton 14% Polyester, Morocco,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,114,Sweatshirts,BLACK,#000000
071242658,710932304002,GREY,M,3616534914880,PULOVER,7025,POLO RALPH,7025,POLO RALPH,https://modivo.it/p/polo-ralph-lauren-maglione-710932304002-grigio-regular-fit-0000303261979,,,,,,100% COTTON,BD,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,114,Sweatshirts,,
071246200,50543312,001,32-34,4063547174708,PANTALLONA,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063547175316_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547175316_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547175316_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547175316_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547175316_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547175316_5.jpg,95% Cotton 5% Elastane, Bangladesh,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,104,Trousers,BLACK,#000000
071242660,710932304002,GREY,XL,3616534911476,PULOVER,7025,POLO RALPH,7025,POLO RALPH,https://modivo.it/p/polo-ralph-lauren-maglione-710932304002-grigio-regular-fit-0000303261979,,,,,,100% COTTON,BD,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,114,Sweatshirts,,
071246827,50549626,404,48,4063548036302,KOSTUMË,7086,BOSS,143,BOSS CAMEL,http://91.187.98.69:8001/07/2615/Published/4063548036784_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063548036784_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063548036784_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063548036784_4.jpg,,,92% Cotton 6% Cashmere 2% Elastane, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,128,Suits,DARK BLUE,#00008B
071246840,50549187,202,50,4063548210870,PALLTO,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063548210870_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063548210870_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063548210870_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063548210870_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063548210870_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063548210870_5.jpg,90% Wool (recycled) 10% Cashmere (recycled), Ukraine,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,112,Coats,DARK BROWN,#654321
071246237,50543945,294,32-32,4063547263174,PANTALLONA,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063547263389_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547263389_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547263389_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547263389_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547263389_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547263389_5.jpg,60% Cotton 33% Polyamide (recycled) 7% Elastane, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,104,Trousers,OPEN BEIGE,#F5F5DC
071244569,238665_TUS,TAUPE,S,5608348716239,Çantë dore,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/bags/shoulder-bags/padded-shoulder-bag-with-flap/238665.html?dwvar_238665_color=_TU,,,,,,"Lining: 90%Polyester, 10%Polyurethane / Exterior: 100%Polyurethane",Myanmar,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,301,Bags,,
071246930,50554905,263,52,4063548403319,PANTALLONA,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063548403302_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063548403302_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063548403302_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063548403302_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063548403302_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063548403302_5.jpg,100% Virgin wool, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,104,Trousers,,
071244599,239705_HMU,HALFTONE MULTICOLOR,U,5608348730020,Gjerdan,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/necklaces/short-necklace-with-multicolor-beads-and-eye/239705.html?dwvar_239705_color=_HM,,,,,,"Body: 90%Acrylic, 10%Zinc",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,,
071247332,240084_HMU,HALFTONE MULTICOLOR,U,5608348735520,Zinxhirë çelësash,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/accessories/keychains/keychain-charm-camera/240084.html?dwvar_240084_color=_HM,,,,,,"Body: 5%Ceramic, 10%Cotton, 25%Iron, 15%Raffia, 25%Resin, 10%Thermoplastic Polyurethane, 10%Zinc / Ring: 100%Zinc",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,,
071020079,50468392,404,M,4043199740988,BLUZË POLO,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4037557830114_1.jpg,http://91.187.98.69:8001/07/2615/Published/4037557830114_2.jpg,http://91.187.98.69:8001/07/2615/Published/4037557830114_3.jpg,http://91.187.98.69:8001/07/2615/Published/4037557830114_4.jpg,http://91.187.98.69:8001/07/2615/Published/4037557830114_5.jpg,http://91.187.98.69:8001/07/2615/Published/4037557830114_5.jpg,100% Cotton, Turkey,1,male,8,Adult,3,NOS,,1,Apparel,103,Polos,DARK BLUE,#00008B
071247041,50548810,030,48,4063546902975,XHAKETË,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063546902975_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063546902975_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063546902975_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063546902975_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063546902975_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063546902975_5.jpg,53% Alpaca 33% Virgin wool 14% Polyamide, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,107,Jackets,MEDIUM GREY,#808080
071244612,240245_HMU,HALFTONE MULTICOLOR,U,5608348737364,Vathë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/earrings/open-hoop-earrings-with-spheres/240245.html?dwvar_240245_color=_HM,,,,,,"Body: 20%Acrylic, 80%Resin",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,,
071246243,50543945,294,35-32,4063547263341,PANTALLONA,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063547263389_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547263389_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547263389_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547263389_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547263389_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547263389_5.jpg,60% Cotton 33% Polyamide (recycled) 7% Elastane, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,104,Trousers,OPEN BEIGE,#F5F5DC
071247044,50548810,030,54,4063548191438,XHAKETË,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063546902975_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063546902975_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063546902975_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063546902975_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063546902975_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063546902975_5.jpg,63% Polyester 34% Viscose 3% Elastane, Vietnam,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,107,Jackets,MEDIUM GREY,#808080
071246261,50548974,404,L,4063547921890,MAICË POLO,7086,BOSS,143,BOSS CAMEL,http://91.187.98.69:8001/07/2615/Published/4063547921890_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547921890_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547921890_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547921890_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547921890_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547921890_5.jpg,98% Cotton 2% Elastane, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,103,Polos,DARK BLUE,#00008B
071244620,238833_PUM,PURPLE,M,5608348717984,Portofol,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/wallets/card-holders/basic-card-holder-with-texture/238833.html?dwvar_238833_color=_PU,,,,,,Lining: 100%Polyester / Exterior: 100%Polyurethane,China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,302,Wallets,,
071250465,233298_CAL,CAMEL,L,5608348648943,Çantë dore,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/dw/image/v2/BBKR_PRD/on/demandware.static/-/Sites-parfois-master-catalog/default/dwa9b94c66/images/hi-res/252/54/233298_CA_1yf.jpg?sw=1920,,,,,,"Lining: 100%Polyurethane / Int Comp 1: 100%Polyester / Ext Comp 1: 100%Polyurethane / Exterior: 100%Polyurethane / Ext Comp 2: 10%Cotton, 40%Polyester, 30%Polyurethane, 20%Zinc",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,301,Bags,,
071247061,50547739,001,L,4063548025641,XHAKETË,7086,BOSS,106,BOSS GREEN,http://91.187.98.69:8001/07/2615/Published/4063548026174_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063548026174_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063548026174_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063548026174_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063548026174_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063548026174_5.jpg,100% Polyester, Vietnam,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,107,Jackets,BLACK,#000000
071250482,240468_DMM,DARK MULTICOLOR,M,5608348740760,Shall,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/dw/image/v2/BBKR_PRD/on/demandware.static/-/Sites-parfois-master-catalog/default/dwa5d64d4b/images/hi-res/252/60/240468_DM_1yf.jpg?sw=1920,,,,,,"Body: 80%Acrylic, 20%WOOL",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,306,Scarves,,
071239600,238139_BNM,BROWN,M,5608348707237,Çantë dore,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/bags/crossbody-bags/crossbody-bag-with-flap/238139.html?dwvar_238139_color=_BN,,,,,,"Lining: 90%Polyester, 10%Polyurethane / Exterior: 100%Polyurethane",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,301,Bags,,
071246354,50503554,404,42,4063539524306,KËMISHË,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063539524306_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063539524306_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063539524306_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063539524306_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063539524306_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063539524306_5.jpg,76% Polyamide 24% Elastane, Bangladesh,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,101,Shirts,DARK BLUE,#00008B
071244626,238411_BMS,BRIGHT MULTICOLOR,S,5608348712804,Fund,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/clothing/skirts/printed-long-skirt/238411.html?dwvar_238411_color=_BM,,,,,,"Body: 5%Elastane, 95%Polyester",China,2,female,8,Adult,2,Fall/Winter,2025,1,Apparel,126,Skirts,,
071244717,235140_WTU,WHITE,U,5608348674591,Vathë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/earrings/gold-hoops-with-resin/235140.html?dwvar_235140_color=_WT,,,,,,"Body: 20%Iron, 40%Resin, 40%Thermoplastic Polyurethane",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,,
071246386,50545820,450,41,4063547344484,KËMISHË,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063547344484_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547344484_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547344484_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547344484_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547344484_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547344484_5.jpg,100% Cotton, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,101,Shirts,LIGHT/PASTEL BLUE,#B0E0E6
071239633,238237_DM38,DARK MULTICOLOR,38,5608348709408,Balerina,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/shoes/ballerinas/ballet-flats-with-animal-printed-fabric/238237.html?dwvar_238237_color=_DM,,,,,,"INSOLE : 100%Polyurethane / UPPER: 100%Polyester / Lining: 60%Polyester, 40%Polyurethane / OUTSOLE: 100%Thermoplastic Polyurethane",China,2,female,8,Adult,2,Fall/Winter,2025,2,Footwear,217,Ballerinas,,
071246425,50528300,030,L,4063544676373,PULLOVER,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063544676403_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063544676403_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063544676403_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063544676403_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063544676403_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063544676403_5.jpg,100% Virgin wool, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,109,Sweaters,MEDIUM GREY,#808080
071245834,50506373,001,XXXL,4063541364440,MAICË,7086,BOSS,106,BOSS GREEN,http://91.187.98.69:8001/07/2615/Published/4063541364396_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063541364396_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063541364396_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063541364396_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063541364396_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063541364396_5.jpg,95% Cotton 5% Elastane, Bangladesh,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,102,T-shirts,BLACK,#000000
071023384,50468262,002,XL,4063535341679,PULLOVER,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063535341587_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063535341587_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063535341587_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063535341587_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063535341587_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063535341587_5.jpg,100% Virgin wool, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,109,Sweaters,BLACK,#000000
071246443,50544272,965,XL,4063548102649,TË BRENDSHME,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063548102649_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063548102649_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063548102649_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063548102649_4.jpg,,,95% Cotton 5% Elastane, Bangladesh,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,117,Underwear,,
071245810,50506373,027,XXL,4063545865073,MAICË,7086,BOSS,106,BOSS GREEN,http://91.187.98.69:8001/07/2615/Published/4063545865073_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063545865073_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063545865073_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063545865073_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063545865073_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063545865073_5.jpg,95% Cotton 5% Elastane, Bangladesh,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,102,T-shirts,BURGUNDY,#800020
071247195,238057_BNM,BROWN,M,5608348704991,Këmishë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/clothing/shirts/lyocell-shirt-with-double-buttons/238057.html?dwvar_238057_color=_BN,,,,,,"Body: 40%VISCOSE, 60%Lyocell",Cambodia,2,female,8,Adult,2,Fall/Winter,2025,1,Apparel,101,Shirts,,
071246492,50552907,289,45,4063548162353,KËMISHË,7086,BOSS,143,BOSS CAMEL,http://91.187.98.69:8001/07/2615/Published/4063548162353_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063548162353_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063548162353_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063548162353_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063548162353_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063548162353_5.jpg,74% Cotton 23% Polyamide 3% Elastane, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,101,Shirts,,
071247207,239970_BUS,BURGUNDY,S,5608348758239,T-Bluzë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/clothing/tops-and-t-shirts/v-neck-basic-t-shirt/239970.html?dwvar_239970_color=_BU,,,,,,"Body: 70%Modal, 30%Polyester",China,2,female,8,Adult,2,Fall/Winter,2025,1,Apparel,102,T-shirts,,
071246015,50523917,406,L,4063547908778,BLUZË POLO,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063547908778_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547908778_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547908778_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547908778_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547908778_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547908778_5.jpg,100% Cotton, Bangladesh,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,103,Polos,DARK BLUE,#00008B
071246129,50548093,100,M,4063546906294,MAICË,7086,BOSS,106,BOSS GREEN,http://91.187.98.69:8001/07/2615/Published/4063548042471_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063548042471_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063548042471_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063548042471_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063548042471_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063548042471_5.jpg,72% Cotton 23% Lyocell 5% Elastane, Bangladesh,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,102,T-shirts,BLACK,#000000
071247343,2522136082600,003,42,8054492573674,PANTALLONA,7038,MAX MARA,134,SPORT MAX,https://laferramentabologna.com/cdn/shop/files/sportmax-febe-pant-2522136082600-003-burgundy-3.jpg?v=1753751733&width=1946,,,,,,"95% Virgin wool Ovis aries aries, 05% Elastane",IT,2,female,8,Adult,2,Fall/Winter,2025,1,Apparel,124,Pants,BLACK,#000000
071246172,50543891,001,M,4063546906126,MAICË POLO,7086,BOSS,106,BOSS GREEN,http://91.187.98.69:8001/07/2615/Published/4063547941676_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547941676_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547941676_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547941676_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547941676_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547941676_5.jpg,100% Cotton, Peru,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,103,Polos,BLACK,#000000
071246229,50543312,404,38-34,4063547181126,PANTALLONA,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063547180952_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547180952_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547180952_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547180952_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547180952_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547180952_5.jpg,95% Cotton 5% Elastane, Bangladesh,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,104,Trousers,DARK BLUE,#00008B
